object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter
26,45,1008,1045,98,239,"[[1008, 98], [1045, 98], [1045, 239], [1008, 239], [1008, 98]]",9,5217,1026.5,168.5
13,45,1135,1399,494,1280,"[[1135, 494], [1399, 494], [1399, 1280], [1135, 1280], [1135, 494]]",9,207504,1267.0,887.0
9,45,420,465,127,269,"[[420, 127], [465, 127], [465, 269], [420, 269], [420, 127]]",9,6390,442.5,198.0
42,45,204,255,140,291,"[[204, 140], [255, 140], [255, 291], [204, 291], [204, 140]]",9,7701,229.5,215.5
7,45,543,588,122,267,"[[543, 122], [588, 122], [588, 267], [543, 267], [543, 122]]",9,6525,565.5,194.5
8,45,482,526,124,268,"[[482, 124], [526, 124], [526, 268], [482, 268], [482, 124]]",9,6336,504.0,196.0
39,45,1101,1269,337,963,"[[1101, 337], [1269, 337], [1269, 963], [1101, 963], [1101, 337]]",9,105168,1185.0,650.0
23,45,1561,1840,403,1197,"[[1561, 403], [1840, 403], [1840, 1197], [1561, 1197], [1561, 403]]",9,221526,1700.5,800.0
5,45,1902,1920,291,906,"[[1902, 291], [1920, 291], [1920, 906], [1902, 906], [1902, 291]]",9,11070,1911.0,598.5
12,45,1276,1497,401,1163,"[[1276, 401], [1497, 401], [1497, 1163], [1276, 1163], [1276, 401]]",9,168402,1386.5,782.0
43,45,794,947,299,824,"[[794, 299], [947, 299], [947, 824], [794, 824], [794, 299]]",9,80325,870.5,561.5
16,45,1092,1132,101,255,"[[1092, 101], [1132, 101], [1132, 255], [1092, 255], [1092, 101]]",9,6160,1112.0,178.0
0,45,1556,1652,150,452,"[[1556, 150], [1652, 150], [1652, 452], [1556, 452], [1556, 150]]",9,28992,1604.0,301.0
3,45,780,830,125,300,"[[780, 125], [830, 125], [830, 300], [780, 300], [780, 125]]",9,8750,805.0,212.5
44,45,110,330,382,1006,"[[110, 382], [330, 382], [330, 1006], [110, 1006], [110, 382]]",9,137280,220.0,694.0
34,45,1586,1656,108,329,"[[1586, 108], [1656, 108], [1656, 329], [1586, 329], [1586, 108]]",9,15470,1621.0,218.5
33,45,1482,1544,109,319,"[[1482, 109], [1544, 109], [1544, 319], [1482, 319], [1482, 109]]",9,13020,1513.0,214.0
18,45,1697,1797,138,430,"[[1697, 138], [1797, 138], [1797, 430], [1697, 430], [1697, 138]]",9,29200,1747.0,284.0
383,45,1203,1344,281,810,"[[1203, 281], [1344, 281], [1344, 810], [1203, 810], [1203, 281]]",9,74589,1273.5,545.5
6,50,105,182,181,405,"[[105, 181], [182, 181], [182, 405], [105, 405], [105, 181]]",10,17248,143.5,293.0
18,50,1638,1728,132,408,"[[1638, 132], [1728, 132], [1728, 408], [1638, 408], [1638, 132]]",10,24840,1683.0,270.0
41,50,181,232,142,295,"[[181, 142], [232, 142], [232, 295], [181, 295], [181, 142]]",10,7803,206.5,218.5
7,50,568,610,118,256,"[[568, 118], [610, 118], [610, 256], [568, 256], [568, 118]]",10,5796,589.0,187.0
13,50,1162,1415,473,1280,"[[1162, 473], [1415, 473], [1415, 1280], [1162, 1280], [1162, 473]]",10,204171,1288.5,876.5
12,50,1261,1443,342,993,"[[1261, 342], [1443, 342], [1443, 993], [1261, 993], [1261, 342]]",10,118482,1352.0,667.5
1,50,1443,1527,147,434,"[[1443, 147], [1527, 147], [1527, 434], [1443, 434], [1443, 147]]",10,24108,1485.0,290.5
21,50,1384,1694,500,1280,"[[1384, 500], [1694, 500], [1694, 1280], [1384, 1280], [1384, 500]]",10,241800,1539.0,890.0
4,50,712,762,126,297,"[[712, 126], [762, 126], [762, 297], [712, 297], [712, 126]]",10,8550,737.0,211.5
383,50,1395,1557,277,816,"[[1395, 277], [1557, 277], [1557, 816], [1395, 816], [1395, 277]]",10,87318,1476.0,546.5
3,50,770,818,122,290,"[[770, 122], [818, 122], [818, 290], [770, 290], [770, 122]]",10,8064,794.0,206.0
0,50,1556,1652,149,450,"[[1556, 149], [1652, 149], [1652, 450], [1556, 450], [1556, 149]]",10,28896,1604.0,299.5
40,50,362,411,135,289,"[[362, 135], [411, 135], [411, 289], [362, 289], [362, 135]]",10,7546,386.5,212.0
16,50,1089,1129,101,256,"[[1089, 101], [1129, 101], [1129, 256], [1089, 256], [1089, 101]]",10,6200,1109.0,178.5
9,50,433,477,124,263,"[[433, 124], [477, 124], [477, 263], [433, 263], [433, 124]]",10,6116,455.0,193.5
8,50,497,540,121,260,"[[497, 121], [540, 121], [540, 260], [497, 260], [497, 121]]",10,5977,518.5,190.5
43,50,930,1080,300,841,"[[930, 300], [1080, 300], [1080, 841], [930, 841], [930, 300]]",10,81150,1005.0,570.5
26,50,1000,1038,99,241,"[[1000, 99], [1038, 99], [1038, 241], [1000, 241], [1000, 99]]",10,5396,1019.0,170.0
23,50,1545,1801,377,1122,"[[1545, 377], [1801, 377], [1801, 1122], [1545, 1122], [1545, 377]]",10,190720,1673.0,749.5
116,50,115,294,323,835,"[[115, 323], [294, 323], [294, 835], [115, 835], [115, 323]]",10,91648,204.5,579.0
44,50,267,517,434,1168,"[[267, 434], [517, 434], [517, 1168], [267, 1168], [267, 434]]",10,183500,392.0,801.0
3,55,757,803,120,281,"[[757, 120], [803, 120], [803, 281], [757, 281], [757, 120]]",11,7406,780.0,200.5
4,55,690,738,124,288,"[[690, 124], [738, 124], [738, 288], [690, 288], [690, 124]]",11,7872,714.0,206.0
43,55,1049,1199,304,862,"[[1049, 304], [1199, 304], [1199, 862], [1049, 862], [1049, 304]]",11,83700,1124.0,583.0
9,55,452,494,121,255,"[[452, 121], [494, 121], [494, 255], [452, 255], [452, 121]]",11,5628,473.0,188.0
1,55,1443,1527,147,434,"[[1443, 147], [1527, 147], [1527, 434], [1443, 434], [1443, 147]]",11,24108,1485.0,290.5
21,55,1384,1694,500,1280,"[[1384, 500], [1694, 500], [1694, 1280], [1384, 1280], [1384, 500]]",11,241800,1539.0,890.0
116,55,238,428,343,903,"[[238, 343], [428, 343], [428, 903], [238, 903], [238, 343]]",11,106400,333.0,623.0
12,55,1257,1447,356,1032,"[[1257, 356], [1447, 356], [1447, 1032], [1257, 1032], [1257, 356]]",11,128440,1352.0,694.0
8,55,511,553,119,254,"[[511, 119], [553, 119], [553, 254], [511, 254], [511, 119]]",11,5670,532.0,186.5
40,55,365,413,132,281,"[[365, 132], [413, 132], [413, 281], [365, 281], [365, 132]]",11,7152,389.0,206.5
7,55,585,626,115,250,"[[585, 115], [626, 115], [626, 250], [585, 250], [585, 115]]",11,5535,605.5,182.5
0,55,1556,1652,149,450,"[[1556, 149], [1652, 149], [1652, 450], [1556, 450], [1556, 149]]",11,28896,1604.0,299.5
16,55,1089,1129,101,256,"[[1089, 101], [1129, 101], [1129, 256], [1089, 256], [1089, 101]]",11,6200,1109.0,178.5
41,55,198,249,141,292,"[[198, 141], [249, 141], [249, 292], [198, 292], [198, 141]]",11,7701,223.5,216.5
6,55,191,264,172,388,"[[191, 172], [264, 172], [264, 388], [191, 388], [191, 172]]",11,15768,227.5,280.0
13,55,1155,1413,482,1280,"[[1155, 482], [1413, 482], [1413, 1280], [1155, 1280], [1155, 482]]",11,205884,1284.0,881.0
168,55,49,234,331,851,"[[49, 331], [234, 331], [234, 851], [49, 851], [49, 331]]",11,96200,141.5,591.0
26,55,1000,1038,99,241,"[[1000, 99], [1038, 99], [1038, 241], [1000, 241], [1000, 99]]",11,5396,1019.0,170.0
23,55,1545,1801,377,1122,"[[1545, 377], [1801, 377], [1801, 1122], [1545, 1122], [1545, 377]]",11,190720,1673.0,749.5
383,55,1378,1539,279,821,"[[1378, 279], [1539, 279], [1539, 821], [1378, 821], [1378, 279]]",11,87262,1458.5,550.0
44,55,267,517,434,1168,"[[267, 434], [517, 434], [517, 1168], [267, 1168], [267, 434]]",11,183500,392.0,801.0
18,55,1582,1665,128,387,"[[1582, 128], [1665, 128], [1665, 387], [1582, 387], [1582, 128]]",11,21497,1623.5,257.5
4,60,681,727,121,279,"[[681, 121], [727, 121], [727, 279], [681, 279], [681, 121]]",12,7268,704.0,200.0
116,60,399,576,328,874,"[[399, 328], [576, 328], [576, 874], [399, 874], [399, 328]]",12,96642,487.5,601.0
383,60,1640,1854,299,904,"[[1640, 299], [1854, 299], [1854, 904], [1640, 904], [1640, 299]]",12,129470,1747.0,601.5
40,60,375,421,129,274,"[[375, 129], [421, 129], [421, 274], [375, 274], [375, 129]]",12,6670,398.0,201.5
41,60,218,268,139,288,"[[218, 139], [268, 139], [268, 288], [218, 288], [218, 139]]",12,7450,243.0,213.5
21,60,1384,1694,500,1280,"[[1384, 500], [1694, 500], [1694, 1280], [1384, 1280], [1384, 500]]",12,241800,1539.0,890.0
1,60,1443,1527,147,434,"[[1443, 147], [1527, 147], [1527, 434], [1443, 434], [1443, 147]]",12,24108,1485.0,290.5
6,60,256,325,166,374,"[[256, 166], [325, 166], [325, 374], [256, 374], [256, 166]]",12,14352,290.5,270.0
12,60,1257,1447,356,1032,"[[1257, 356], [1447, 356], [1447, 1032], [1257, 1032], [1257, 356]]",12,128440,1352.0,694.0
13,60,1155,1413,482,1280,"[[1155, 482], [1413, 482], [1413, 1280], [1155, 1280], [1155, 482]]",12,205884,1284.0,881.0
164,60,117,172,149,307,"[[117, 149], [172, 149], [172, 307], [117, 307], [117, 149]]",12,8690,144.5,228.0
168,60,106,310,360,942,"[[106, 360], [310, 360], [310, 942], [106, 942], [106, 360]]",12,118728,208.0,651.0
0,60,1556,1652,149,450,"[[1556, 149], [1652, 149], [1652, 450], [1556, 450], [1556, 149]]",12,28896,1604.0,299.5
43,60,1221,1384,316,913,"[[1221, 316], [1384, 316], [1384, 913], [1221, 913], [1221, 316]]",12,97311,1302.5,614.5
18,60,1510,1585,124,370,"[[1510, 124], [1585, 124], [1585, 370], [1510, 370], [1510, 124]]",12,18450,1547.5,247.0
8,60,518,558,117,248,"[[518, 117], [558, 117], [558, 248], [518, 248], [518, 117]]",12,5240,538.0,182.5
16,60,1095,1135,100,255,"[[1095, 100], [1135, 100], [1135, 255], [1095, 255], [1095, 100]]",12,6200,1115.0,177.5
7,60,591,631,113,244,"[[591, 113], [631, 113], [631, 244], [591, 244], [591, 113]]",12,5240,611.0,178.5
3,60,747,792,117,272,"[[747, 117], [792, 117], [792, 272], [747, 272], [747, 117]]",12,6975,769.5,194.5
44,60,722,1022,550,1280,"[[722, 550], [1022, 550], [1022, 1280], [722, 1280], [722, 550]]",12,219000,872.0,915.0
9,60,451,492,120,253,"[[451, 120], [492, 120], [492, 253], [451, 253], [451, 120]]",12,5453,471.5,186.5
26,60,1000,1038,99,241,"[[1000, 99], [1038, 99], [1038, 241], [1000, 241], [1000, 99]]",12,5396,1019.0,170.0
23,60,1545,1801,377,1122,"[[1545, 377], [1801, 377], [1801, 1122], [1545, 1122], [1545, 377]]",12,190720,1673.0,749.5
18,65,1476,1546,120,352,"[[1476, 120], [1546, 120], [1546, 352], [1476, 352], [1476, 120]]",13,16240,1511.0,236.0
8,65,529,568,115,244,"[[529, 115], [568, 115], [568, 244], [529, 244], [529, 115]]",13,5031,548.5,179.5
164,65,138,190,145,298,"[[138, 145], [190, 145], [190, 298], [138, 298], [138, 145]]",13,7956,164.0,221.5
168,65,216,436,386,1028,"[[216, 386], [436, 386], [436, 1028], [216, 1028], [216, 386]]",13,141240,326.0,707.0
9,65,463,504,119,249,"[[463, 119], [504, 119], [504, 249], [463, 249], [463, 119]]",13,5330,483.5,184.0
21,65,1384,1694,500,1280,"[[1384, 500], [1694, 500], [1694, 1280], [1384, 1280], [1384, 500]]",13,241800,1539.0,890.0
7,65,592,631,111,239,"[[592, 111], [631, 111], [631, 239], [592, 239], [592, 111]]",13,4992,611.5,175.0
1,65,1443,1527,147,434,"[[1443, 147], [1527, 147], [1527, 434], [1443, 434], [1443, 147]]",13,24108,1485.0,290.5
0,65,1556,1652,149,450,"[[1556, 149], [1652, 149], [1652, 450], [1556, 450], [1556, 149]]",13,28896,1604.0,299.5
12,65,1257,1447,356,1032,"[[1257, 356], [1447, 356], [1447, 1032], [1257, 1032], [1257, 356]]",13,128440,1352.0,694.0
43,65,1423,1618,320,944,"[[1423, 320], [1618, 320], [1618, 944], [1423, 944], [1423, 320]]",13,121680,1520.5,632.0
383,65,1869,1920,296,919,"[[1869, 296], [1920, 296], [1920, 919], [1869, 919], [1869, 296]]",13,31773,1894.5,607.5
16,65,1098,1138,100,255,"[[1098, 100], [1138, 100], [1138, 255], [1098, 255], [1098, 100]]",13,6200,1118.0,177.5
116,65,598,771,327,888,"[[598, 327], [771, 327], [771, 888], [598, 888], [598, 327]]",13,97053,684.5,607.5
44,65,1114,1499,685,1280,"[[1114, 685], [1499, 685], [1499, 1280], [1114, 1280], [1114, 685]]",13,229075,1306.5,982.5
6,65,302,366,158,355,"[[302, 158], [366, 158], [366, 355], [302, 355], [302, 158]]",13,12608,334.0,256.5
4,65,662,707,120,272,"[[662, 120], [707, 120], [707, 272], [662, 272], [662, 120]]",13,6840,684.5,196.0
3,65,729,773,116,266,"[[729, 116], [773, 116], [773, 266], [729, 266], [729, 116]]",13,6600,751.0,191.0
40,65,383,428,127,267,"[[383, 127], [428, 127], [428, 267], [383, 267], [383, 127]]",13,6300,405.5,197.0
26,65,1002,1040,99,240,"[[1002, 99], [1040, 99], [1040, 240], [1002, 240], [1002, 99]]",13,5358,1021.0,169.5
23,65,1545,1801,377,1122,"[[1545, 377], [1801, 377], [1801, 1122], [1545, 1122], [1545, 377]]",13,190720,1673.0,749.5
13,65,1129,1376,467,1280,"[[1129, 467], [1376, 467], [1376, 1280], [1129, 1280], [1129, 467]]",13,200811,1252.5,873.5
1,70,1446,1530,147,432,"[[1446, 147], [1530, 147], [1530, 432], [1446, 432], [1446, 147]]",14,23940,1488.0,289.5
8,70,532,571,114,241,"[[532, 114], [571, 114], [571, 241], [532, 241], [532, 114]]",14,4953,551.5,177.5
6,70,339,401,153,344,"[[339, 153], [401, 153], [401, 344], [339, 344], [339, 153]]",14,11842,370.0,248.5
9,70,477,516,117,245,"[[477, 117], [516, 117], [516, 245], [477, 245], [477, 117]]",14,4992,496.5,181.0
13,70,1129,1376,467,1280,"[[1129, 467], [1376, 467], [1376, 1280], [1129, 1280], [1129, 467]]",14,200811,1252.5,873.5
116,70,816,984,327,909,"[[816, 327], [984, 327], [984, 909], [816, 909], [816, 327]]",14,97776,900.0,618.0
40,70,391,435,125,261,"[[391, 125], [435, 125], [435, 261], [391, 261], [391, 125]]",14,5984,413.0,193.0
21,70,1384,1694,500,1280,"[[1384, 500], [1694, 500], [1694, 1280], [1384, 1280], [1384, 500]]",14,241800,1539.0,890.0
4,70,661,705,117,264,"[[661, 117], [705, 117], [705, 264], [661, 264], [661, 117]]",14,6468,683.0,190.5
16,70,1100,1140,100,255,"[[1100, 100], [1140, 100], [1140, 255], [1100, 255], [1100, 100]]",14,6200,1120.0,177.5
43,70,1650,1887,328,989,"[[1650, 328], [1887, 328], [1887, 989], [1650, 989], [1650, 328]]",14,156657,1768.5,658.5
44,70,1556,1920,802,1280,"[[1556, 802], [1920, 802], [1920, 1280], [1556, 1280], [1556, 802]]",14,173992,1738.0,1041.0
12,70,1257,1447,356,1032,"[[1257, 356], [1447, 356], [1447, 1032], [1257, 1032], [1257, 356]]",14,128440,1352.0,694.0
0,70,1556,1652,149,450,"[[1556, 149], [1652, 149], [1652, 450], [1556, 450], [1556, 149]]",14,28896,1604.0,299.5
7,70,589,627,110,236,"[[589, 110], [627, 110], [627, 236], [589, 236], [589, 110]]",14,4788,608.0,173.0
3,70,710,753,114,259,"[[710, 114], [753, 114], [753, 259], [710, 259], [710, 114]]",14,6235,731.5,186.5
26,70,1002,1040,99,240,"[[1002, 99], [1040, 99], [1040, 240], [1002, 240], [1002, 99]]",14,5358,1021.0,169.5
18,70,1416,1478,116,335,"[[1416, 116], [1478, 116], [1478, 335], [1416, 335], [1416, 116]]",14,13578,1447.0,225.5
164,70,148,197,140,285,"[[148, 140], [197, 140], [197, 285], [148, 285], [148, 140]]",14,7105,172.5,212.5
23,70,1545,1801,377,1122,"[[1545, 377], [1801, 377], [1801, 1122], [1545, 1122], [1545, 377]]",14,190720,1673.0,749.5
168,70,317,565,434,1172,"[[317, 434], [565, 434], [565, 1172], [317, 1172], [317, 434]]",14,183024,441.0,803.0
1,75,1446,1530,147,432,"[[1446, 147], [1530, 147], [1530, 432], [1446, 432], [1446, 147]]",15,23940,1488.0,289.5
7,75,593,630,109,232,"[[593, 109], [630, 109], [630, 232], [593, 232], [593, 109]]",15,4551,611.5,170.5
13,75,1129,1376,467,1280,"[[1129, 467], [1376, 467], [1376, 1280], [1129, 1280], [1129, 467]]",15,200811,1252.5,873.5
6,75,379,437,147,330,"[[379, 147], [437, 147], [437, 330], [379, 330], [379, 147]]",15,10614,408.0,238.5
168,75,468,731,466,1278,"[[468, 466], [731, 466], [731, 1278], [468, 1278], [468, 466]]",15,213556,599.5,872.0
21,75,1384,1694,500,1280,"[[1384, 500], [1694, 500], [1694, 1280], [1384, 1280], [1384, 500]]",15,241800,1539.0,890.0
3,75,711,752,112,252,"[[711, 112], [752, 112], [752, 252], [711, 252], [711, 112]]",15,5740,731.5,182.0
0,75,1556,1652,149,450,"[[1556, 149], [1652, 149], [1652, 450], [1556, 450], [1556, 149]]",15,28896,1604.0,299.5
23,75,1530,1785,380,1128,"[[1530, 380], [1785, 380], [1785, 1128], [1530, 1128], [1530, 380]]",15,190740,1657.5,754.0
26,75,1002,1040,99,240,"[[1002, 99], [1040, 99], [1040, 240], [1002, 240], [1002, 99]]",15,5358,1021.0,169.5
116,75,1081,1243,329,939,"[[1081, 329], [1243, 329], [1243, 939], [1081, 939], [1081, 329]]",15,98820,1162.0,634.0
18,75,1415,1476,113,326,"[[1415, 113], [1476, 113], [1476, 326], [1415, 326], [1415, 113]]",15,12993,1445.5,219.5
16,75,1102,1142,100,254,"[[1102, 100], [1142, 100], [1142, 254], [1102, 254], [1102, 100]]",15,6160,1122.0,177.0
12,75,1255,1464,388,1123,"[[1255, 388], [1464, 388], [1464, 1123], [1255, 1123], [1255, 388]]",15,153615,1359.5,755.5
4,75,654,696,115,256,"[[654, 115], [696, 115], [696, 256], [654, 256], [654, 115]]",15,5922,675.0,185.5
43,75,1778,1920,323,989,"[[1778, 323], [1920, 323], [1920, 989], [1778, 989], [1778, 323]]",15,94572,1849.0,656.0
7,80,596,632,108,229,"[[596, 108], [632, 108], [632, 229], [596, 229], [596, 108]]",16,4356,614.0,168.5
3,80,704,743,110,247,"[[704, 110], [743, 110], [743, 247], [704, 247], [704, 110]]",16,5343,723.5,178.5
116,80,1333,1518,327,957,"[[1333, 327], [1518, 327], [1518, 957], [1333, 957], [1333, 327]]",16,116550,1425.5,642.0
23,80,1537,1797,385,1142,"[[1537, 385], [1797, 385], [1797, 1142], [1537, 1142], [1537, 385]]",16,196820,1667.0,763.5
1,80,1443,1527,148,435,"[[1443, 148], [1527, 148], [1527, 435], [1443, 435], [1443, 148]]",16,24108,1485.0,291.5
21,80,1374,1683,502,1280,"[[1374, 502], [1683, 502], [1683, 1280], [1374, 1280], [1374, 502]]",16,240402,1528.5,891.0
0,80,1550,1645,149,449,"[[1550, 149], [1645, 149], [1645, 449], [1550, 449], [1550, 149]]",16,28500,1597.5,299.0
16,80,1100,1140,100,255,"[[1100, 100], [1140, 100], [1140, 255], [1100, 255], [1100, 100]]",16,6200,1120.0,177.5
18,80,1376,1432,109,311,"[[1376, 109], [1432, 109], [1432, 311], [1376, 311], [1376, 109]]",16,11312,1404.0,210.0
4,80,651,692,113,250,"[[651, 113], [692, 113], [692, 250], [651, 250], [651, 113]]",16,5617,671.5,181.5
6,80,394,449,143,317,"[[394, 143], [449, 143], [449, 317], [394, 317], [394, 143]]",16,9570,421.5,230.0
168,80,689,1015,594,1280,"[[689, 594], [1015, 594], [1015, 1280], [689, 1280], [689, 594]]",16,223636,852.0,937.0
13,80,1110,1356,467,1280,"[[1110, 467], [1356, 467], [1356, 1280], [1110, 1280], [1110, 467]]",16,199998,1233.0,873.5
26,80,1000,1038,99,241,"[[1000, 99], [1038, 99], [1038, 241], [1000, 241], [1000, 99]]",16,5396,1019.0,170.0
12,80,1247,1455,389,1126,"[[1247, 389], [1455, 389], [1455, 1126], [1247, 1126], [1247, 389]]",16,153296,1351.0,757.5
16,85,1102,1142,100,255,"[[1102, 100], [1142, 100], [1142, 255], [1102, 255], [1102, 100]]",17,6200,1122.0,177.5
12,85,1253,1463,391,1132,"[[1253, 391], [1463, 391], [1463, 1132], [1253, 1132], [1253, 391]]",17,155610,1358.0,761.5
13,85,1099,1345,468,1280,"[[1099, 468], [1345, 468], [1345, 1280], [1099, 1280], [1099, 468]]",17,199752,1222.0,874.0
26,85,998,1036,99,241,"[[998, 99], [1036, 99], [1036, 241], [998, 241], [998, 99]]",17,5396,1017.0,170.0
3,85,696,734,108,240,"[[696, 108], [734, 108], [734, 240], [696, 240], [696, 108]]",17,5016,715.0,174.0
23,85,1578,1860,404,1199,"[[1578, 404], [1860, 404], [1860, 1199], [1578, 1199], [1578, 404]]",17,224190,1719.0,801.5
116,85,1571,1800,336,1005,"[[1571, 336], [1800, 336], [1800, 1005], [1571, 1005], [1571, 336]]",17,153201,1685.5,670.5
21,85,1366,1670,499,1280,"[[1366, 499], [1670, 499], [1670, 1280], [1366, 1280], [1366, 499]]",17,237424,1518.0,889.5
0,85,1547,1642,149,449,"[[1547, 149], [1642, 149], [1642, 449], [1547, 449], [1547, 149]]",17,28500,1594.5,299.0
6,85,418,472,139,308,"[[418, 139], [472, 139], [472, 308], [418, 308], [418, 139]]",17,9126,445.0,223.5
1,85,1440,1524,148,434,"[[1440, 148], [1524, 148], [1524, 434], [1440, 434], [1440, 148]]",17,24024,1482.0,291.0
4,85,648,688,111,245,"[[648, 111], [688, 111], [688, 245], [648, 245], [648, 111]]",17,5360,668.0,178.0
7,85,608,644,107,226,"[[608, 107], [644, 107], [644, 226], [608, 226], [608, 107]]",17,4284,626.0,166.5
18,85,1356,1409,107,302,"[[1356, 107], [1409, 107], [1409, 302], [1356, 302], [1356, 107]]",17,10335,1382.5,204.5
168,85,943,1308,682,1280,"[[943, 682], [1308, 682], [1308, 1280], [943, 1280], [943, 682]]",17,218270,1125.5,981.0
16,90,1099,1139,100,255,"[[1099, 100], [1139, 100], [1139, 255], [1099, 255], [1099, 100]]",18,6200,1119.0,177.5
21,90,1384,1694,500,1280,"[[1384, 500], [1694, 500], [1694, 1280], [1384, 1280], [1384, 500]]",18,241800,1539.0,890.0
6,90,415,466,136,298,"[[415, 136], [466, 136], [466, 298], [415, 298], [415, 136]]",18,8262,440.5,217.0
23,90,1568,1829,379,1130,"[[1568, 379], [1829, 379], [1829, 1130], [1568, 1130], [1568, 379]]",18,196011,1698.5,754.5
1,90,1440,1524,148,435,"[[1440, 148], [1524, 148], [1524, 435], [1440, 435], [1440, 148]]",18,24108,1482.0,291.5
12,90,1247,1455,389,1126,"[[1247, 389], [1455, 389], [1455, 1126], [1247, 1126], [1247, 389]]",18,153296,1351.0,757.5
168,90,1312,1842,831,1280,"[[1312, 831], [1842, 831], [1842, 1280], [1312, 1280], [1312, 831]]",18,237970,1577.0,1055.5
0,90,1556,1652,149,450,"[[1556, 149], [1652, 149], [1652, 450], [1556, 450], [1556, 149]]",18,28896,1604.0,299.5
13,90,1117,1365,469,1280,"[[1117, 469], [1365, 469], [1365, 1280], [1117, 1280], [1117, 469]]",18,201128,1241.0,874.5
3,90,688,726,108,237,"[[688, 108], [726, 108], [726, 237], [688, 237], [688, 108]]",18,4902,707.0,172.5
26,90,1002,1040,99,240,"[[1002, 99], [1040, 99], [1040, 240], [1002, 240], [1002, 99]]",18,5358,1021.0,169.5
4,90,636,675,110,240,"[[636, 110], [675, 110], [675, 240], [636, 240], [636, 110]]",18,5070,655.5,175.0
116,90,1680,1920,351,1059,"[[1680, 351], [1920, 351], [1920, 1059], [1680, 1059], [1680, 351]]",18,169920,1800.0,705.0
186,90,165,322,293,749,"[[165, 293], [322, 293], [322, 749], [165, 749], [165, 293]]",18,71592,243.5,521.0
18,90,1354,1405,103,290,"[[1354, 103], [1405, 103], [1405, 290], [1354, 290], [1354, 103]]",18,9537,1379.5,196.5
13,95,1106,1354,471,1280,"[[1106, 471], [1354, 471], [1354, 1280], [1106, 1280], [1106, 471]]",19,200632,1230.0,875.5
186,95,425,575,286,752,"[[425, 286], [575, 286], [575, 752], [425, 752], [425, 286]]",19,69900,500.0,519.0
6,95,425,474,133,289,"[[425, 133], [474, 133], [474, 289], [425, 289], [425, 133]]",19,7644,449.5,211.0
16,95,1099,1139,100,255,"[[1099, 100], [1139, 100], [1139, 255], [1099, 255], [1099, 100]]",19,6200,1119.0,177.5
